,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1498,Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62
1499,Battlezone,2600,1982,Shooter,Atari,0.58,0.03,0.0,0.01,0.62
1500,Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62
1501,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.28,0.0,0.06,0.62
1502,Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62
1503,Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62
1504,The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62
1505,Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62
1506,FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.17,0.34,0.02,0.09,0.62
1507,Wipeout: The Game,DS,2010,Misc,Activision,0.58,0.0,0.0,0.04,0.62
1508,SpongeBob's Atlantis SquarePantis,Wii,2007,Action,THQ,0.57,0.01,0.0,0.04,0.62
1509,Halloween,2600,1982,Action,Wizard Video Games,0.58,0.03,0.0,0.01,0.62
1510,WWE SmackDown vs. Raw 2010,PSP,2009,Fighting,THQ,0.25,0.23,0.0,0.14,0.62
1511,Mario's Picross,GB,1995,Puzzle,Nintendo,0.0,0.0,0.62,0.0,0.62
1512,Pac-Man Player's Choice Bundle,GC,2003,Misc,Namco Bandai Games,0.48,0.12,0.0,0.02,0.62
1513,Fighters MEGAMiX,SAT,1996,Fighting,Sega,0.0,0.0,0.62,0.0,0.62
1514,Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.62,0.0,0.62
1515,Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62
1516,Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62
1517,Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62
1518,NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62
1519,Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61
1520,NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61
1521,Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.39,0.18,0.0,0.05,0.61
1522,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005,Misc,THQ,0.44,0.16,0.0,0.01,0.61
1523,Dora the Explorer: Super Spies,GBA,2004,Platform,Gotham Games,0.44,0.16,0.0,0.01,0.61
1524,New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.35,0.21,0.0,0.05,0.61
1525,Just Dance 2014,WiiU,2013,Misc,Ubisoft,0.33,0.23,0.0,0.05,0.61
1526,Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0.0,0.04,0.61
1527,Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61
1528,Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,0.58,0.0,0.0,0.03,0.61
1529,Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,0.0,0.0,0.61,0.0,0.61
1530,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61
1531,Littlest Pet Shop: Garden,DS,2008,Simulation,Electronic Arts,0.31,0.24,0.0,0.06,0.61
1532,Half-Life 2,XB,2005,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61
1533,Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61
1534,Jak and Daxter: The Lost Frontier,PSP,2009,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61
1535,SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61
1536,Petz: Dogz Pack,DS,2008,Simulation,Ubisoft,0.56,0.0,0.0,0.05,0.61
1537,Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61
1538,Madden NFL 2003,GBA,2002,Sports,Electronic Arts,0.44,0.16,0.0,0.01,0.61
1539,Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61
1540,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0.0,0.01,0.61
1541,Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0.0,0.02,0.61
1542,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.33,0.21,0.0,0.06,0.61
1543,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,Misc,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.61
1544,Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,0.43,0.16,0.0,0.01,0.61
1545,Madden NFL 2000,N64,1999,Sports,Electronic Arts,0.58,0.02,0.0,0.0,0.61
1546,Game & Watch Gallery 4,GBA,2002,Misc,Nintendo,0.43,0.16,0.0,0.01,0.61
1547,Littlest Pet Shop: Jungle,DS,2008,Simulation,Electronic Arts,0.34,0.2,0.0,0.06,0.61
1548,New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,0.11,0.14,0.33,0.02,0.6
1549,Tony Hawk's Underground,GBA,2003,Sports,Activision,0.43,0.16,0.0,0.01,0.6
1550,Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6
1551,Monster Trucks,GBA,2004,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6
1552,Wave Race: Blue Storm,GC,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6
1553,Fight Night Round 2,XB,2005,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6
1554,MonHun Nikki: Poka Poka Ailu Mura,PSP,2010,Role-Playing,Capcom,0.0,0.0,0.6,0.0,0.6
1555,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0.0,0.06,0.6
1556,Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.36,0.19,0.0,0.05,0.6
1557,Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6
1558,The Golden Compass,Wii,2007,Action,Sega,0.26,0.28,0.0,0.07,0.6
1559,WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6
1560,LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.22,0.03,0.05,0.6
1561,Avatar: The Game,PSP,2009,Action,Ubisoft,0.22,0.24,0.0,0.14,0.6
1562,Puyo Puyo Sun,SAT,1997,Puzzle,Compile,0.0,0.0,0.6,0.0,0.6
1563,Mickey's Speedway USA,N64,2000,Racing,Nintendo,0.37,0.08,0.14,0.01,0.6
1564,International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6
1565,Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.4,0.15,0.0,0.06,0.6
1566,Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.32,0.23,0.0,0.04,0.6
1567,Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.55,0.01,0.0,0.04,0.6
1568,Front Mission,SNES,1995,Strategy,SquareSoft,0.0,0.0,0.6,0.0,0.6
1569,Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.6
1570,Pokemon Trozei!,DS,2005,Puzzle,Nintendo,0.26,0.0,0.31,0.02,0.6
1571,Dead Space,PC,2008,Action,Electronic Arts,0.0,0.53,0.0,0.06,0.59
1572,Rayman Origins,PSV,2012,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59
1573,Jeopardy!,Wii,2010,Misc,THQ,0.56,0.0,0.0,0.03,0.59
1574,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59
1575,Medal of Honor: Frontline,GC,2002,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59
1576,Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59
1577,Iron Man,Wii,2008,Action,Sega,0.31,0.22,0.0,0.06,0.59
1578,Total War: Shogun 2,PC,2011,Strategy,Sega,0.19,0.31,0.0,0.09,0.59
1579,LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision,0.21,0.24,0.0,0.14,0.59
1580,BurgerTime,2600,1981,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01,0.59
1581,MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59
1582,Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59
1583,Smurf: Rescue In Gargamel's Castle,2600,1981,Action,Coleco,0.55,0.03,0.0,0.01,0.59
1584,Spelling Challenges and more!,DS,2007,Misc,505 Games,0.54,0.0,0.0,0.04,0.59
1585,Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.53,0.02,0.0,0.04,0.59
1586,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.52,0.03,0.0,0.04,0.59
1587,Extreme-G,N64,1997,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59
1588,Ready 2 Rumble Boxing,N64,1999,Sports,Midway Games,0.47,0.11,0.0,0.01,0.59
1589,Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59
1590,Skate it,Wii,2008,Sports,Electronic Arts,0.51,0.04,0.0,0.05,0.59
1591,Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.59
1592,Ben 10: Alien Force,PSP,2008,Action,Koch Media,0.35,0.14,0.0,0.1,0.59
1593,Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59
1594,Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59
1595,FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.59
1596,Kirby's Dream Course,SNES,1994,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59
1597,Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58
1598,Petz Dogz 2,Wii,2007,Simulation,Ubisoft,0.53,0.01,0.0,0.04,0.58
1599,The Conduit,Wii,2009,Shooter,Sega,0.29,0.23,0.0,0.06,0.58
1600,Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58
1601,Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,0.53,0.02,0.0,0.04,0.58
1602,Q*bert,2600,1982,Puzzle,Parker Bros.,0.55,0.03,0.0,0.01,0.58
1603,Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.58
1604,Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.21,0.31,0.0,0.07,0.58
1605,The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.35,0.18,0.0,0.05,0.58
1606,The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58
1607,Rayman Origins,Wii,2011,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58
1608,Titanfall,PC,2014,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58
1609,Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0.0,0.05,0.58
1610,Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.27,0.06,0.22,0.03,0.58
1611,FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.58
1612,World Cup 98,N64,1998,Sports,Electronic Arts,0.14,0.4,0.0,0.04,0.58
1613,International Superstar Soccer '98,N64,1998,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58
1614,Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58
1615,Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,0.42,0.15,0.0,0.01,0.58
1616,Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007,Action,Capcom,0.25,0.0,0.31,0.02,0.58
1617,Petz Nursery,DS,2009,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.58
1618,Dragon Ball Z: Chou Saiya Densetsu,SNES,1992,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58
1619,Phoenix Wright: Ace Attorney - Justice for All,DS,2006,Adventure,Capcom,0.24,0.05,0.26,0.03,0.58
1620,Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0.0,0.0,0.58,0.0,0.58
1621,Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,0.45,0.12,0.0,0.02,0.58
1622,Rooms: The Main Building,DS,2010,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58
1623,Rapala: We Fish,Wii,2009,Sports,Activision,0.52,0.02,0.0,0.04,0.58
1624,Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58
1625,NFL Blitz 2000,N64,1999,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58
1626,Madden NFL 2002,XB,2007,Sports,Unknown,0.53,0.02,0.0,0.03,0.58
1627,Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.57
1628,ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.57
1629,Far Cry Instincts,XB,2005,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57
1630,Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.41,0.15,0.0,0.01,0.57
1631,Up,Wii,2009,Action,THQ,0.23,0.28,0.0,0.06,0.57
1632,Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57
1633,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0.53,0.0,0.0,0.04,0.57
1634,Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.57
1635,Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57
1636,No More Heroes,Wii,2007,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
1637,Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57
1638,Petz Wild Animals: Tigerz,DS,2008,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.57
1639,Dogz,DS,2006,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.57
1640,The Mysterious Murasame Castle,NES,1986,Action,Nintendo,0.0,0.0,0.57,0.0,0.57
1641,NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.57
1642,Jillian Michaels Fitness Ultimatum 2010,Wii,2009,Sports,Majesco Entertainment,0.52,0.01,0.0,0.04,0.57
1643,Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,0.1,0.12,0.29,0.07,0.57
1644,Grease,Wii,2010,Misc,505 Games,0.27,0.25,0.0,0.05,0.57
1645,Blood Wake,XB,2001,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57
1646,Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0.0,0.05,0.57
1647,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.5,0.03,0.0,0.04,0.57
1648,Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,Activision,0.42,0.11,0.02,0.02,0.57
1649,Super Bomberman,SNES,1992,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57
1650,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.45,0.1,0.0,0.02,0.57
1651,Bratz 4 Real,DS,2007,Adventure,THQ,0.29,0.22,0.0,0.06,0.57
1652,RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57
1653,Bolt,Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0.0,0.06,0.57
1654,True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0.0,0.02,0.56
1655,Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,0.26,0.04,0.24,0.03,0.56
1656,The Incredible Hulk,GBA,2003,Action,Universal Interactive,0.4,0.15,0.0,0.01,0.56
1657,Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56
1658,The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56
1659,Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56
1660,The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,0.4,0.14,0.0,0.02,0.56
1661,Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.08,0.0,0.07,0.56
1662,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56
1663,Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56
1664,Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,0.32,0.19,0.0,0.05,0.56
1665,Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56
1666,Backyard NFL Football,GBA,2002,Sports,Infogrames,0.4,0.15,0.0,0.01,0.56
1667,Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56
1668,Tony Hawk: Shred,Wii,2010,Sports,Activision,0.41,0.11,0.0,0.04,0.56
1669,WWE Raw 2,XB,2003,Fighting,THQ,0.43,0.11,0.0,0.02,0.56
1670,Resident Evil 2,N64,1999,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
1671,Mega Man X2,SNES,1993,Platform,Laguna,0.09,0.02,0.45,0.0,0.56
1672,Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56
1673,Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,0.44,0.08,0.0,0.04,0.56
1674,Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56
1675,Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,0.0,0.0,0.56,0.0,0.56
1676,Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,0.27,0.23,0.0,0.06,0.56
1677,Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56
1678,Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56
1679,Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56
1680,Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,0.32,0.18,0.0,0.05,0.56
1681,Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56
1682,Fatal Fury Special,SNES,1994,Fighting,Takara,0.0,0.0,0.56,0.0,0.56
1683,Catz,DS,2006,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.56
1684,Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56
1685,DS Bimoji Training,DS,2008,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56
1686,Petz Catz Clan,DS,2008,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56
1687,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.56
1688,G-Force,DS,2009,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56
1689,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56
1690,Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56
1691,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.5,0.02,0.0,0.03,0.56
1692,Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.51,0.0,0.0,0.04,0.56
1693,Purr Pals,DS,2007,Simulation,THQ,0.18,0.36,0.0,0.02,0.56
1694,NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56
1695,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,0.41,0.11,0.0,0.04,0.55
1696,The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.42,0.11,0.0,0.02,0.55
1697,Daytona USA,SAT,1994,Racing,Sega,0.0,0.0,0.55,0.0,0.55
1698,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.28,0.0,0.05,0.55
1699,WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0.0,0.02,0.55
1700,Jump Super Stars,DS,2005,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55
1701,The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0.0,0.01,0.55
1702,50 Classic Games,DS,2009,Misc,Destineer,0.52,0.0,0.0,0.04,0.55
1703,Sakura Wars,SAT,1996,Adventure,Sega,0.0,0.0,0.55,0.0,0.55
1704,Yokai Sangokushi,3DS,2016,Action,Level 5,0.0,0.0,0.55,0.0,0.55
1705,Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55
1706,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55
1707,Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55
1708,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.17,0.33,0.0,0.05,0.55
1709,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.51,0.0,0.0,0.04,0.55
1710,CrossworDS,DS,2008,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55
1711,Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.34,0.18,0.0,0.02,0.55
1712,Mega Man Zero,GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55
1713,Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55
1714,Shrek 2,XB,2004,Platform,Activision,0.4,0.13,0.0,0.02,0.55
1715,SpongeBob SquarePants: SuperSponge,GBA,2001,Action,THQ,0.39,0.15,0.0,0.01,0.55
1716,Super Robot Taisen F Kanketsuhen,SAT,1998,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55
1717,Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.31,0.0,0.21,0.03,0.55
1718,Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55
1719,Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0.0,0.01,0.55
1720,Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55
1721,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.51,0.0,0.0,0.04,0.55
1722,Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55
1723,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.55
1724,The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0.0,0.02,0.54
1725,FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54
1726,Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0.0,0.0,0.54,0.0,0.54
1727,Excite Truck,Wii,2006,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54
1728,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54
1729,Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54
1730,ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54
1731,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,0.39,0.14,0.0,0.01,0.54
1732,Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0.0,0.14,0.38,0.02,0.54
1733,Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54
1734,Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54
1735,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.54
1736,Def Jam: Fight for NY,XB,2007,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.54
1737,Action Force,2600,1982,Action,CPG Products,0.5,0.03,0.0,0.01,0.54
1738,Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0.0,0.01,0.54
1739,FIFA 99,N64,1998,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54
1740,Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
1741,Let's Draw!,DS,2008,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54
1742,Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54
1743,Madden NFL 13,Wii,2012,Sports,Electronic Arts,0.51,0.0,0.0,0.03,0.54
1744,Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54
1745,Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.39,0.14,0.0,0.01,0.54
1746,How to Train Your Dragon,DS,2010,Action,Activision,0.32,0.17,0.0,0.05,0.54
1747,SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54
1748,WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.14,0.0,0.05,0.54
1749,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0.0,0.02,0.54
1750,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.08,0.0,0.04,0.54
1751,Star Fox Command,DS,2006,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54
1752,Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54
1753,Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54
